entity	category	node_weight	occurrence
genetic variation	MESH	0.037037037037037	1
hemeproteins/toxicity	MESH	0.037037037037037	1
listeriosis/etiology	MESH	0.037037037037037	1
liver x receptors/agonists	MESH	0.037037037037037	1
malaria/genetics	MESH	0.037037037037037	1
transferrin/metabolism	MESH	0.037037037037037	1
tumor suppressor protein p53/genetics	MESH	0.037037037037037	1
TICAM1	GENE	0.037037037037037	1
TLR4	GENE	0.074074074074074	2
TRIM69	GENE	0.037037037037037	1
adaptor proteins vesicular transport/genetics	MESH	0.037037037037037	1
cyclohexylamines/pharmacology	MESH	0.074074074074074	2
inflammation/drug therapy	MESH	0.037037037037037	1
myocardial reperfusion injury/drug therapy	MESH	0.037037037037037	1
myocardium/immunology	MESH	0.037037037037037	1
neutrophil infiltration	MESH	0.037037037037037	1
neutrophils/immunology	MESH	0.037037037037037	1
phenylenediamines/pharmacology	MESH	0.074074074074074	2
toll-like receptor 4/genetics	MESH	0.037037037037037	1
ventricular function left/drug effects	MESH	0.037037037037037	1
adjuvants immunologic/chemistry	MESH	0.037037037037037	1
dextrans/chemistry	MESH	0.037037037037037	1
gels/chemistry	MESH	0.037037037037037	1
gold/chemistry	MESH	0.037037037037037	1
macrophages/cytology	MESH	0.074074074074074	2
urinary bladder neoplasms/pathology	MESH	0.037037037037037	1
aniline compounds/chemistry	MESH	0.037037037037037	1
b7-h1 antigen/metabolism	MESH	0.037037037037037	1
benzylidene compounds/chemistry	MESH	0.037037037037037	1
exosomes/metabolism	MESH	0.037037037037037	1
immunogenic cell death/drug effects	MESH	0.037037037037037	1
interferon-gamma/metabolism	MESH	0.037037037037037	1
metal-organic frameworks/chemistry	MESH	0.037037037037037	1
phenol/chemistry	MESH	0.037037037037037	1
programmed cell death 1 receptor/metabolism	MESH	0.037037037037037	1
aniline compounds/pharmacology	MESH	0.037037037037037	1
benzylidene compounds/pharmacology	MESH	0.037037037037037	1
drug resistance neoplasm/drug effects	MESH	0.037037037037037	1
exosomes/drug effects	MESH	0.037037037037037	1
hyaluronic acid/chemistry	MESH	0.037037037037037	1
immune checkpoint inhibitors/pharmacology	MESH	0.037037037037037	1
immunologic memory	MESH	0.037037037037037	1
skin neoplasms/drug therapy	MESH	0.037037037037037	1
t-lymphocytes cytotoxic/drug effects	MESH	0.037037037037037	1
tumor escape/drug effects	MESH	0.037037037037037	1
antineoplastic agents/chemistry	MESH	0.037037037037037	1
apoptosis/drug effects	MESH	0.074074074074074	2
biological products/chemistry	MESH	0.037037037037037	1
dichloroacetic acid/chemistry	MESH	0.037037037037037	1
drug synergism	MESH	0.037037037037037	1
energy metabolism/drug effects	MESH	0.037037037037037	1
mitochondria/drug effects	MESH	0.074074074074074	2
protein kinase inhibitors/chemistry	MESH	0.037037037037037	1
pyruvate dehydrogenase acetyl-transferring kinase/antagonists & inhibitors	MESH	0.037037037037037	1
saponins/chemistry	MESH	0.037037037037037	1
antioxidants/pharmacology	MESH	0.037037037037037	1
biopterin/analogs & derivatives	MESH	0.037037037037037	1
carbolines/pharmacology	MESH	0.074074074074074	2
cell proliferation/drug effects	MESH	0.037037037037037	1
cystine/antagonists & inhibitors	MESH	0.037037037037037	1
dose-response relationship drug	MESH	0.074074074074074	2
folic acid antagonists/pharmacology	MESH	0.037037037037037	1
methotrexate/pharmacology	MESH	0.037037037037037	1
phospholipid hydroperoxide glutathione peroxidase/antagonists & inhibitors	MESH	0.037037037037037	1
piperazines/pharmacology	MESH	0.074074074074074	2
tetrahydrofolate dehydrogenase/genetics	MESH	0.037037037037037	1
vitamin e/pharmacology	MESH	0.037037037037037	1
bone marrow/drug effects	MESH	0.037037037037037	1
drug interactions	MESH	0.037037037037037	1
ileum/drug effects	MESH	0.037037037037037	1
necroptosis/drug effects	MESH	0.037037037037037	1
radiation-protective agents/pharmacology	MESH	0.037037037037037	1
small molecule libraries/pharmacology	MESH	0.037037037037037	1
cell line tumor	MESH	0.3703703703703703	10
tumor microenvironment/drug effects	MESH	0.1481481481481481	4
cells cultured	MESH	0.074074074074074	2
host-pathogen interactions	MESH	0.037037037037037	1
iron chelating agents/pharmacology	MESH	0.037037037037037	1
tuberculosis/metabolism	MESH	0.037037037037037	1
glutathione	MESH	0.037037037037037	1
iron/blood	MESH	0.037037037037037	1
kidney	MESH	0.037037037037037	1
liver/pathology	MESH	0.037037037037037	1
malondialdehyde/blood	MESH	0.037037037037037	1
phospholipid hydroperoxide glutathione peroxidase	MESH	0.037037037037037	1
spleen/pathology	MESH	0.037037037037037	1
macrophages/drug effects	MESH	0.1481481481481481	4
benzamides/pharmacology	MESH	0.0222222222222222	2
antigens neoplasm/immunology	MESH	0.0111111111111111	1
histone deacetylases/chemistry	MESH	0.0111111111111111	1
pyrimidines/pharmacology	MESH	0.0111111111111111	1
CIITA	GENE	0.0111111111111111	1
FOXP3	GENE	0.0111111111111111	1
HDAC9	GENE	0.0111111111111111	1
adjuvants immunologic/administration & dosage	MESH	0.0111111111111111	1
immunologic memory/drug effects	MESH	0.0111111111111111	1
histone deacetylase inhibitors/pharmacology	MESH	0.0111111111111111	1
t-lymphocytes regulatory/drug effects	MESH	0.0222222222222222	2
lymphocytes tumor-infiltrating/drug effects	MESH	0.0222222222222222	2
cytotoxicity immunologic/drug effects	MESH	0.0333333333333333	3
antigen presentation/drug effects	MESH	0.0111111111111111	1
drug combinations	MESH	0.0111111111111111	1
cisplatin/administration & dosage	MESH	0.0111111111111111	1
antibodies monoclonal/pharmacology	MESH	0.0111111111111111	1
carcinoma non-small-cell lung/drug therapy	MESH	0.0333333333333333	3
janus kinases/antagonists & inhibitors	MESH	0.0111111111111111	1
sirtuin 1/antagonists & inhibitors	MESH	0.0111111111111111	1
erbb receptors/antagonists & inhibitors	MESH	0.0111111111111111	1
tnf-related apoptosis-inducing ligand/metabolism	MESH	0.0222222222222222	2
cisplatin/pharmacology	MESH	0.0111111111111111	1
paclitaxel/pharmacology	MESH	0.0222222222222222	2
receptor igf type 1/biosynthesis	MESH	0.0111111111111111	1
naphthols/pharmacology	MESH	0.0111111111111111	1
receptors tnf-related apoptosis-inducing ligand/biosynthesis	MESH	0.0111111111111111	1
insulin-like growth factor i/metabolism	MESH	0.0111111111111111	1
tyrphostins/pharmacology	MESH	0.0111111111111111	1
IGF1R	GENE	0.0111111111111111	1
NOS2	GENE	0.0111111111111111	1
SIRT1	GENE	0.0111111111111111	1
GPX4	GENE	0.1333333333333333	12
reactive oxygen species/metabolism	MESH	0.1222222222222222	11
ferroptosis/drug effects	MESH	0.3111111111111111	28
anti-inflammatory agents non-steroidal/pharmacology	MESH	0.0111111111111111	1
curcumin/pharmacology	MESH	0.0111111111111111	1
IREB2	GENE	0.0111111111111111	1
MKI67	GENE	0.0111111111111111	1
antigens polyomavirus transforming/genetics	MESH	0.0111111111111111	1
ceramides/pharmacology	MESH	0.0222222222222222	2
t-lymphocytes regulatory/immunology	MESH	0.0111111111111111	1
neoplasms/pathology	MESH	0.0111111111111111	1
cell line transformed	MESH	0.0111111111111111	1
indoleamine-pyrrole 23-dioxygenase/antagonists & inhibitors	MESH	0.0111111111111111	1
enzyme inhibitors/chemistry	MESH	0.0111111111111111	1
CSF1	GENE	0.0111111111111111	1
CSF2	GENE	0.0111111111111111	1
receptors interleukin-8a/physiology	MESH	0.0111111111111111	1
interferons/metabolism	MESH	0.0111111111111111	1
sarcoma/drug therapy	MESH	0.0111111111111111	1
janus kinases/metabolism	MESH	0.0111111111111111	1
proto-oncogene proteins c-akt/physiology	MESH	0.0111111111111111	1
hypoxia-inducible factor 1 alpha subunit/genetics	MESH	0.0111111111111111	1
biomarkers	MESH	0.0222222222222222	2
mesenchymal stem cells/metabolism	MESH	0.0111111111111111	1
ras proteins/metabolism	MESH	0.0111111111111111	1
hypoxia	MESH	0.0111111111111111	1
anoikis/drug effects	MESH	0.0111111111111111	1
lung neoplasms/genetics	MESH	0.0111111111111111	1
osteosarcoma/genetics	MESH	0.0111111111111111	1
protein kinase inhibitors/pharmacology	MESH	0.0111111111111111	1
bone neoplasms/genetics	MESH	0.0111111111111111	1
plant leaves/chemistry	MESH	0.0111111111111111	1
hypoxia/metabolism	MESH	0.0111111111111111	1
fas ligand protein/genetics	MESH	0.0111111111111111	1
CXCR1	GENE	0.0222222222222222	2
PIK3CA	GENE	0.0111111111111111	1
PRF1	GENE	0.0222222222222222	2
neoplasms/metabolism	MESH	0.0111111111111111	1
disease progression	MESH	0.0111111111111111	1
epithelial-mesenchymal transition	MESH	0.0111111111111111	1
neovascularization pathologic/immunology	MESH	0.0111111111111111	1
fas receptor/genetics	MESH	0.0111111111111111	1
cyclin b1/metabolism	MESH	0.0111111111111111	1
interleukin-10/metabolism	MESH	0.0222222222222222	2
gene expression regulation	MESH	0.0111111111111111	1
aspirin/administration & dosage	MESH	0.0111111111111111	1
lactic acid/metabolism	MESH	0.0111111111111111	1
lymphoma t-cell/drug therapy	MESH	0.0111111111111111	1
glucose/metabolism	MESH	0.0111111111111111	1
interleukin-4/metabolism	MESH	0.0111111111111111	1
nitric oxide/metabolism	MESH	0.0111111111111111	1
BIRC5	GENE	0.0111111111111111	1
IL4	GENE	0.0222222222222222	2
SOCS5	GENE	0.0111111111111111	1
CD274	GENE	0.0888888888888888	8
t-lymphocytes cytotoxic/cytology	MESH	0.0111111111111111	1
propionates/adverse effects	MESH	0.0111111111111111	1
coumaric acids/adverse effects	MESH	0.0111111111111111	1
killer cells natural/cytology	MESH	0.0111111111111111	1
amidines/pharmacology	MESH	0.0111111111111111	1
proteasome endopeptidase complex/chemistry	MESH	0.0111111111111111	1
antioxidants/adverse effects	MESH	0.0111111111111111	1
th1 cells/immunology	MESH	0.0111111111111111	1
immunologic factors/adverse effects	MESH	0.0111111111111111	1
spleen/cytology	MESH	0.0111111111111111	1
mitogens/toxicity	MESH	0.0111111111111111	1
burkitt lymphoma/drug therapy	MESH	0.0111111111111111	1
cell differentiation/drug effects	MESH	0.0111111111111111	1
macrophages peritoneal/cytology	MESH	0.0111111111111111	1
piperidines/chemistry	MESH	0.0111111111111111	1
dendritic cells/drug effects	MESH	0.0111111111111111	1
caffeic acids/adverse effects	MESH	0.0111111111111111	1
pyridines/therapeutic use	MESH	0.0111111111111111	1
chalcones/pharmacology	MESH	0.0111111111111111	1
phenylurea compounds/therapeutic use	MESH	0.0111111111111111	1
cell cycle proteins/metabolism	MESH	0.0111111111111111	1
interferon-alpha/metabolism	MESH	0.0111111111111111	1
stat3 transcription factor/physiology	MESH	0.0111111111111111	1
clodronic acid/pharmacology	MESH	0.0111111111111111	1
ng-nitroarginine methyl ester/pharmacology	MESH	0.0111111111111111	1
antineoplastic agents phytogenic/pharmacology	MESH	0.0111111111111111	1
colorectal neoplasms/immunology	MESH	0.0111111111111111	1
receptors ccr5/drug effects	MESH	0.0111111111111111	1
adenocarcinoma/drug therapy	MESH	0.0111111111111111	1
maraviroc	MESH	0.0111111111111111	1
neoplasm proteins/antagonists & inhibitors	MESH	0.0111111111111111	1
chemokine ccl5/antagonists & inhibitors	MESH	0.0111111111111111	1
adaptor proteins signal transducing/metabolism	MESH	0.0111111111111111	1
CCR5	GENE	0.0111111111111111	1
CXCL9	GENE	0.0111111111111111	1
EIF2S1	GENE	0.0111111111111111	1
neoplasm invasiveness	MESH	0.0444444444444444	4
drugs chinese herbal/pharmacology	MESH	0.0111111111111111	1
glycogen synthase kinase 3 beta/metabolism	MESH	0.0222222222222222	2
cd11b antigen/metabolism	MESH	0.0111111111111111	1
lymph nodes/drug effects	MESH	0.0111111111111111	1
chemokines/metabolism	MESH	0.0111111111111111	1
granulocyte colony-stimulating factor/pharmacology	MESH	0.0111111111111111	1
radiation tolerance/drug effects	MESH	0.0111111111111111	1
neutrophils/metabolism	MESH	0.0111111111111111	1
CSF3	GENE	0.0111111111111111	1
ITGAM	GENE	0.0111111111111111	1
hydrogen peroxide/antagonists & inhibitors	MESH	0.0111111111111111	1
autocrine communication	MESH	0.0111111111111111	1
copper/chemistry	MESH	0.0111111111111111	1
pyruvic acid/metabolism	MESH	0.0111111111111111	1
peroxidase/chemistry	MESH	0.0111111111111111	1
tellurium/chemistry	MESH	0.0111111111111111	1
immunosuppressive agents/chemistry	MESH	0.0111111111111111	1
adenosine triphosphate/metabolism	MESH	0.0111111111111111	1
peptides/chemistry	MESH	0.0111111111111111	1
hydrogen peroxide/chemistry	MESH	0.0111111111111111	1
cell survival/physiology	MESH	0.0111111111111111	1
antioxidants/chemistry	MESH	0.0111111111111111	1
biological factors/chemistry	MESH	0.0111111111111111	1
phenanthrenes/pharmacology	MESH	0.0111111111111111	1
epoxy compounds/pharmacology	MESH	0.0111111111111111	1
chemokine cxcl12/metabolism	MESH	0.0333333333333333	3
ht29 cells	MESH	0.0111111111111111	1
nf-kappa b/metabolism	MESH	0.0444444444444444	4
ARG1	GENE	0.0222222222222222	2
CXCL12	GENE	0.0777777777777777	7
DDX53	GENE	0.0111111111111111	1
IL10	GENE	0.0666666666666666	6
MRC1	GENE	0.0111111111111111	1
leukemia lymphocytic chronic b-cell/blood	MESH	0.0111111111111111	1
chemokine ccl19/immunology	MESH	0.0111111111111111	1
receptors ccr7/immunology	MESH	0.0111111111111111	1
heterocyclic compounds 4 or more rings/pharmacology	MESH	0.0222222222222222	2
b-lymphocytes/drug effects	MESH	0.0222222222222222	2
chemokine ccl21/immunology	MESH	0.0111111111111111	1
CCL19	GENE	0.0111111111111111	1
CCL21	GENE	0.0222222222222222	2
CCR7	GENE	0.0111111111111111	1
myeloid-derived suppressor cells/drug effects	MESH	0.0111111111111111	1
monocytes/drug effects	MESH	0.0222222222222222	2
tumor cells cultured	MESH	0.1222222222222222	11
antineoplastic agents phytogenic	MESH	0.0111111111111111	1
rna messenger/genetics	MESH	0.0222222222222222	2
proto-oncogene proteins/metabolism	MESH	0.0111111111111111	1
receptor protein-tyrosine kinases/metabolism	MESH	0.0111111111111111	1
glioblastoma/drug therapy	MESH	0.0222222222222222	2
nf-kappa b/genetics	MESH	0.0222222222222222	2
brain neoplasms/drug therapy	MESH	0.0222222222222222	2
quercetin/pharmacology	MESH	0.0111111111111111	1
AXL	GENE	0.0111111111111111	1
BCL2	GENE	0.0333333333333333	3
doxorubicin/administration & dosage	MESH	0.0111111111111111	1
interleukin-8/metabolism	MESH	0.0444444444444444	4
mesenchymal stem cells/cytology	MESH	0.0111111111111111	1
CXCL8	GENE	0.0777777777777777	7
MSC	GENE	0.0111111111111111	1
cell communication/drug effects	MESH	0.0111111111111111	1
antigens cd/metabolism	MESH	0.0111111111111111	1
phenotype	MESH	0.0222222222222222	2
endometrial neoplasms/genetics	MESH	0.0111111111111111	1
estrogen receptor alpha/genetics	MESH	0.0111111111111111	1
receptors cell surface/metabolism	MESH	0.0111111111111111	1
hek293 cells	MESH	0.0222222222222222	2
estradiol/pharmacology	MESH	0.0111111111111111	1
tumor necrosis factor alpha-induced protein 3/metabolism	MESH	0.0111111111111111	1
antigens differentiation myelomonocytic/metabolism	MESH	0.0111111111111111	1
ESR1	GENE	0.0111111111111111	1
IL17A	GENE	0.0111111111111111	1
zoledronic acid	MESH	0.0111111111111111	1
neuroblastoma/immunology	MESH	0.0111111111111111	1
receptors antigen b-cell/antagonists & inhibitors	MESH	0.0111111111111111	1
receptors antigen t-cell gamma-delta/metabolism	MESH	0.0111111111111111	1
nitrobenzenes/chemistry	MESH	0.0111111111111111	1
immune checkpoint inhibitors/chemical synthesis	MESH	0.0111111111111111	1
chemokine cxcl10/metabolism	MESH	0.0111111111111111	1
plicamycin/analogs & derivatives	MESH	0.0111111111111111	1
gene expression regulation leukemic/drug effects	MESH	0.0111111111111111	1
programmed cell death 1 receptor/antagonists & inhibitors	MESH	0.0111111111111111	1
antibiotics antineoplastic/pharmacology	MESH	0.0111111111111111	1
neovascularization pathologic	MESH	0.0111111111111111	1
t-lymphocyte subsets/cytology	MESH	0.0111111111111111	1
t-lymphocytes/cytology	MESH	0.0111111111111111	1
leukemia lymphocytic chronic b-cell/drug therapy	MESH	0.0111111111111111	1
killer cells natural/drug effects	MESH	0.0111111111111111	1
IFNG	GENE	0.0888888888888888	8
hep g2 cells	MESH	0.0111111111111111	1
antineoplastic agents/metabolism	MESH	0.0111111111111111	1
serum albumin bovine/chemistry	MESH	0.0111111111111111	1
k562 cells	MESH	0.0111111111111111	1
galectin 3/genetics	MESH	0.0111111111111111	1
myeloid cell leukemia sequence 1 protein/metabolism	MESH	0.0111111111111111	1
tubulin modulators/pharmacology	MESH	0.0111111111111111	1
receptors tnf-related apoptosis-inducing ligand/agonists	MESH	0.0111111111111111	1
cell proliferation	MESH	0.0222222222222222	2
alpha 1-antitrypsin/chemistry	MESH	0.0111111111111111	1
recombinant fusion proteins/metabolism	MESH	0.0111111111111111	1
bone marrow cells/drug effects	MESH	0.0111111111111111	1
leukemia t-cell/drug therapy	MESH	0.0111111111111111	1
leukemia myelogenous chronic bcr-abl positive/genetics	MESH	0.0111111111111111	1
stilbenes/pharmacology	MESH	0.0111111111111111	1
BIRC2	GENE	0.0111111111111111	1
CFLAR	GENE	0.0111111111111111	1
CTNNB1	GENE	0.0111111111111111	1
LGALS3	GENE	0.0111111111111111	1
MCL1	GENE	0.0111111111111111	1
SERPINA1	GENE	0.0111111111111111	1
TNFRSF12A	GENE	0.0111111111111111	1
WDTC1	GENE	0.0111111111111111	1
rna small interfering/metabolism	MESH	0.0111111111111111	1
receptor erbb-2/antagonists & inhibitors	MESH	0.0111111111111111	1
src-family kinases/metabolism	MESH	0.0111111111111111	1
inflammation mediators/metabolism	MESH	0.0111111111111111	1
integrins/metabolism	MESH	0.0111111111111111	1
doxorubicin/pharmacology	MESH	0.0111111111111111	1
poly i-c/administration & dosage	MESH	0.0111111111111111	1
cd79 antigens/antagonists & inhibitors	MESH	0.0111111111111111	1
lymphoma large b-cell diffuse/metabolism	MESH	0.0111111111111111	1
CD4	GENE	0.0222222222222222	2
CD79A	GENE	0.0111111111111111	1
CD79B	GENE	0.0111111111111111	1
ERBB2	GENE	0.0111111111111111	1
SYK	GENE	0.0111111111111111	1
lymphatic metastasis/genetics	MESH	0.0111111111111111	1
receptors ccr7/genetics	MESH	0.0111111111111111	1
carcinoma non-small-cell lung/genetics	MESH	0.0111111111111111	1
a549 cells	MESH	0.0111111111111111	1
neoplasm recurrence local/genetics	MESH	0.0111111111111111	1
chemokine ccl21/genetics	MESH	0.0111111111111111	1
TNF	GENE	0.0888888888888888	8
receptors tumor necrosis factor type i/metabolism	MESH	0.0111111111111111	1
benzhydryl compounds/immunology	MESH	0.0111111111111111	1
neoplasm metastasis/immunology	MESH	0.0111111111111111	1
receptor igf type 1/metabolism	MESH	0.0111111111111111	1
liver neoplasms/metabolism	MESH	0.0111111111111111	1
cytokines/blood	MESH	0.0111111111111111	1
gene silencing	MESH	0.0111111111111111	1
nucleotides cyclic/pharmacology	MESH	0.0111111111111111	1
azocines/immunology	MESH	0.0111111111111111	1
proto-oncogene proteins c-akt/antagonists & inhibitors	MESH	0.0111111111111111	1
tumor escape/immunology	MESH	0.0111111111111111	1
neoplasms/blood supply	MESH	0.0111111111111111	1
DIABLO	GENE	0.0111111111111111	1
tumor necrosis factor-alpha/metabolism	MESH	0.0555555555555555	5
